eid,cycle,firmware
67375,2011-2012,1.5.0
67376,2011-2012,2.4.0
67378,2011-2012,2.4.0
67379,2011-2012,2.4.0
67380,2011-2012,2.4.0
67381,2011-2012,2.0.0
67382,2011-2012,1.5.0
67383,2011-2012,2.4.0
67384,2011-2012,2.5.0
67385,2011-2012,1.9.0
67388,2011-2012,2.3.0
67389,2011-2012,2.4.0
67390,2011-2012,2.5.0
67391,2011-2012,2.2.0
67392,2011-2012,2.5.0
67393,2011-2012,2.5.0
67394,2011-2012,1.9.0
67395,2011-2012,2.5.0
67397,2011-2012,2.4.0
67399,2011-2012,2.3.0
67400,2011-2012,1.9.0
67402,2011-2012,1.5.0
67403,2011-2012,2.3.0
67407,2011-2012,2.4.0
67408,2011-2012,2.4.0
67412,2011-2012,2.3.0
67413,2011-2012,1.8.0
67414,2011-2012,2.1.0
67417,2011-2012,1.9.0
67418,2011-2012,1.9.0
67421,2011-2012,1.5.0
67422,2011-2012,1.9.0
67424,2011-2012,1.8.0
67425,2011-2012,1.8.0
67427,2011-2012,2.2.0
67429,2011-2012,1.9.0
67430,2011-2012,1.9.0
67431,2011-2012,2.2.0
67432,2011-2012,1.7.0
67434,2011-2012,2.4.0
67435,2011-2012,1.7.0
67436,2011-2012,2.2.0
67438,2011-2012,2.5.0
67439,2011-2012,1.7.0
67441,2011-2012,1.8.0
67442,2011-2012,2.1.0
67445,2011-2012,1.5.0
67446,2011-2012,2.4.0
67447,2011-2012,2.4.0
67449,2011-2012,2.0.0
67450,2011-2012,2.4.0
67451,2011-2012,2.2.0
67452,2011-2012,2.4.0
67454,2011-2012,2.5.0
67457,2011-2012,2.3.0
67458,2011-2012,2.4.0
67459,2011-2012,2.5.0
67462,2011-2012,1.7.0
67463,2011-2012,1.9.0
67464,2011-2012,1.5.0
67466,2011-2012,2.5.0
67468,2011-2012,2.5.0
67470,2011-2012,1.9.0
67471,2011-2012,1.7.0
67473,2011-2012,2.3.0
67474,2011-2012,2.4.0
67475,2011-2012,1.5.0
67476,2011-2012,2.0.0
67477,2011-2012,2.4.0
67480,2011-2012,2.2.0
67481,2011-2012,2.5.0
67482,2011-2012,1.8.0
67483,2011-2012,1.5.0
67486,2011-2012,1.7.0
67487,2011-2012,1.8.0
67488,2011-2012,1.8.0
67489,2011-2012,2.3.0
67490,2011-2012,1.7.0
67492,2011-2012,2.4.0
67493,2011-2012,1.5.0
67494,2011-2012,2.4.0
67495,2011-2012,1.7.0
67497,2011-2012,2.2.0
67498,2011-2012,2.5.0
67499,2011-2012,2.2.0
67500,2011-2012,1.9.0
67501,2011-2012,1.9.0
67502,2011-2012,2.3.0
67503,2011-2012,1.9.0
67505,2011-2012,2.5.0
67506,2011-2012,2.4.0
67507,2011-2012,2.5.0
67508,2011-2012,1.8.0
67509,2011-2012,1.9.0
67513,2011-2012,2.4.0
67515,2011-2012,1.5.0
67516,2011-2012,2.5.0
67519,2011-2012,2.4.0
67520,2011-2012,2.4.0
67521,2011-2012,2.5.0
67522,2011-2012,1.7.0
67524,2011-2012,1.9.0
67526,2011-2012,2.0.0
67527,2011-2012,2.4.0
67529,2011-2012,2.4.0
67530,2011-2012,2.0.0
67534,2011-2012,2.0.0
67535,2011-2012,2.4.0
67536,2011-2012,2.0.0
67537,2011-2012,2.4.0
67538,2011-2012,2.4.0
67539,2011-2012,2.5.0
67540,2011-2012,1.9.0
67541,2011-2012,2.4.0
67542,2011-2012,2.2.0
67543,2011-2012,1.9.0
67544,2011-2012,1.9.0
67545,2011-2012,2.4.0
67546,2011-2012,2.5.0
67548,2011-2012,1.9.0
67549,2011-2012,2.3.0
67550,2011-2012,2.5.0
67551,2011-2012,2.5.0
67553,2011-2012,2.4.0
67555,2011-2012,2.0.0
67556,2011-2012,2.4.0
67557,2011-2012,2.5.0
67559,2011-2012,2.4.0
67560,2011-2012,2.3.0
67561,2011-2012,1.5.0
67563,2011-2012,1.8.0
67564,2011-2012,2.3.0
67565,2011-2012,2.5.0
67566,2011-2012,2.4.0
67567,2011-2012,2.2.0
67568,2011-2012,2.5.0
67569,2011-2012,2.4.0
67570,2011-2012,1.5.0
67571,2011-2012,2.2.0
67573,2011-2012,1.5.0
67574,2011-2012,2.2.0
67575,2011-2012,2.4.0
67576,2011-2012,1.9.0
67577,2011-2012,1.9.0
67579,2011-2012,2.3.0
67580,2011-2012,2.3.0
67581,2011-2012,1.9.0
67582,2011-2012,1.5.0
67585,2011-2012,1.5.0
67586,2011-2012,2.5.0
67587,2011-2012,1.9.0
67589,2011-2012,1.5.0
67590,2011-2012,2.4.0
67591,2011-2012,2.3.0
67594,2011-2012,2.5.0
67595,2011-2012,1.9.0
67596,2011-2012,1.8.0
67597,2011-2012,2.4.0
67600,2011-2012,2.4.0
67602,2011-2012,1.8.0
67603,2011-2012,2.3.0
67604,2011-2012,2.4.0
67605,2011-2012,1.8.0
67606,2011-2012,1.8.0
67607,2011-2012,2.4.0
67613,2011-2012,2.4.0
67614,2011-2012,1.5.0
67615,2011-2012,1.9.0
67616,2011-2012,2.5.0
67617,2011-2012,2.5.0
67618,2011-2012,2.2.0
67619,2011-2012,2.4.0
67620,2011-2012,1.7.0
67621,2011-2012,2.4.0
67622,2011-2012,2.4.0
67624,2011-2012,2.2.0
67625,2011-2012,2.4.0
67627,2011-2012,2.4.0
67629,2011-2012,2.4.0
67630,2011-2012,2.5.0
67631,2011-2012,1.5.0
67633,2011-2012,2.4.0
67634,2011-2012,1.9.0
67635,2011-2012,2.4.0
67638,2011-2012,2.2.0
67640,2011-2012,2.4.0
67642,2011-2012,2.0.0
67643,2011-2012,2.4.0
67644,2011-2012,2.3.0
67645,2011-2012,2.4.0
67646,2011-2012,2.4.0
67647,2011-2012,1.8.0
67650,2011-2012,1.5.0
67651,2011-2012,1.9.0
67652,2011-2012,1.5.0
67653,2011-2012,1.9.0
67654,2011-2012,1.8.0
67655,2011-2012,1.9.0
67658,2011-2012,1.7.0
67659,2011-2012,2.2.0
67660,2011-2012,2.2.0
67661,2011-2012,1.5.0
67662,2011-2012,2.2.0
67664,2011-2012,2.3.0
67666,2011-2012,2.1.0
67668,2011-2012,2.5.0
67670,2011-2012,2.2.0
67672,2011-2012,2.3.0
67673,2011-2012,2.5.0
67675,2011-2012,2.4.0
67677,2011-2012,1.7.0
67678,2011-2012,2.5.0
67679,2011-2012,1.7.0
67680,2011-2012,2.4.0
67681,2011-2012,2.0.0
67682,2011-2012,2.4.0
67683,2011-2012,2.0.0
67684,2011-2012,1.8.0
67685,2011-2012,2.4.0
67686,2011-2012,2.3.0
67687,2011-2012,2.4.0
67689,2011-2012,2.0.0
67690,2011-2012,2.5.0
67691,2011-2012,1.8.0
67692,2011-2012,2.4.0
67694,2011-2012,2.4.0
67696,2011-2012,1.7.0
67698,2011-2012,2.3.0
67699,2011-2012,1.5.0
67700,2011-2012,2.4.0
67703,2011-2012,2.3.0
67704,2011-2012,2.4.0
67706,2011-2012,2.4.0
67707,2011-2012,2.4.0
67708,2011-2012,2.4.0
67709,2011-2012,2.3.0
67710,2011-2012,1.9.0
67711,2011-2012,2.4.0
67712,2011-2012,1.5.0
67713,2011-2012,2.5.0
67714,2011-2012,2.3.0
67716,2011-2012,1.5.0
67717,2011-2012,1.8.0
67718,2011-2012,2.5.0
67719,2011-2012,2.4.0
67720,2011-2012,1.7.0
67721,2011-2012,2.2.0
67722,2011-2012,2.4.0
67726,2011-2012,2.4.0
67727,2011-2012,2.5.0
67730,2011-2012,2.5.0
67732,2011-2012,2.5.0
67733,2011-2012,2.5.0
67735,2011-2012,1.9.0
67737,2011-2012,2.2.0
67738,2011-2012,2.5.0
67739,2011-2012,2.4.0
67740,2011-2012,2.5.0
67741,2011-2012,2.4.0
67743,2011-2012,2.4.0
67744,2011-2012,2.3.0
67745,2011-2012,2.2.0
67746,2011-2012,1.9.0
67751,2011-2012,2.4.0
67752,2011-2012,2.4.0
67754,2011-2012,2.3.0
67755,2011-2012,2.4.0
67756,2011-2012,2.5.0
67758,2011-2012,1.9.0
67760,2011-2012,2.5.0
67761,2011-2012,1.8.0
67762,2011-2012,1.8.0
67763,2011-2012,1.9.0
67766,2011-2012,2.4.0
67767,2011-2012,2.5.0
67768,2011-2012,1.8.0
67769,2011-2012,2.3.0
67771,2011-2012,1.5.0
67772,2011-2012,2.1.0
67773,2011-2012,2.3.0
67775,2011-2012,1.7.0
67776,2011-2012,2.3.0
67778,2011-2012,2.2.0
67779,2011-2012,2.4.0
67780,2011-2012,1.5.0
67781,2011-2012,2.5.0
67782,2011-2012,2.5.0
67783,2011-2012,2.4.0
67784,2011-2012,2.2.0
67785,2011-2012,2.0.0
67786,2011-2012,1.9.0
67787,2011-2012,2.0.0
67788,2011-2012,1.9.0
67789,2011-2012,2.5.0
67790,2011-2012,2.4.0
67791,2011-2012,2.4.0
67793,2011-2012,2.5.0
67794,2011-2012,2.4.0
67795,2011-2012,2.3.0
67797,2011-2012,2.4.0
67798,2011-2012,2.5.0
67799,2011-2012,2.4.0
67801,2011-2012,2.4.0
67803,2011-2012,2.4.0
67806,2011-2012,2.4.0
67808,2011-2012,2.4.0
67809,2011-2012,2.3.0
67813,2011-2012,2.4.0
67814,2011-2012,1.8.0
67816,2011-2012,2.4.0
67817,2011-2012,2.4.0
67818,2011-2012,1.9.0
67819,2011-2012,2.0.0
67820,2011-2012,2.4.0
67821,2011-2012,1.8.0
67823,2011-2012,2.3.0
67824,2011-2012,2.2.0
67825,2011-2012,2.4.0
67826,2011-2012,2.4.0
67827,2011-2012,1.8.0
67828,2011-2012,1.8.0
67829,2011-2012,2.5.0
67832,2011-2012,1.5.0
67833,2011-2012,2.4.0
67834,2011-2012,2.2.0
67835,2011-2012,2.4.0
67836,2011-2012,2.4.0
67837,2011-2012,2.4.0
67838,2011-2012,2.4.0
67840,2011-2012,2.3.0
67841,2011-2012,2.4.0
67842,2011-2012,1.7.0
67844,2011-2012,2.2.0
67845,2011-2012,1.9.0
67846,2011-2012,1.8.0
67847,2011-2012,2.4.0
67848,2011-2012,1.5.0
67850,2011-2012,2.1.0
67852,2011-2012,2.3.0
67854,2011-2012,1.8.0
67855,2011-2012,2.4.0
67858,2011-2012,1.9.0
67859,2011-2012,2.5.0
67860,2011-2012,1.9.0
67861,2011-2012,1.8.0
67863,2011-2012,1.8.0
67864,2011-2012,2.4.0
67865,2011-2012,2.4.0
67866,2011-2012,2.5.0
67870,2011-2012,2.4.0
67871,2011-2012,2.4.0
67872,2011-2012,2.4.0
67873,2011-2012,1.5.0
67875,2011-2012,1.7.0
67877,2011-2012,2.3.0
67878,2011-2012,1.5.0
67879,2011-2012,2.5.0
67880,2011-2012,1.5.0
67881,2011-2012,1.5.0
67884,2011-2012,1.8.0
67885,2011-2012,1.7.0
67887,2011-2012,2.3.0
67888,2011-2012,1.8.0
67889,2011-2012,2.4.0
67890,2011-2012,1.9.0
67891,2011-2012,1.7.0
67893,2011-2012,2.2.0
67894,2011-2012,2.4.0
67895,2011-2012,1.5.0
67896,2011-2012,1.8.0
67897,2011-2012,2.3.0
67898,2011-2012,1.9.0
67899,2011-2012,2.4.0
67902,2011-2012,1.5.0
67905,2011-2012,2.3.0
67906,2011-2012,1.8.0
67907,2011-2012,2.0.0
67908,2011-2012,2.5.0
67910,2011-2012,2.3.0
67911,2011-2012,2.4.0
67912,2011-2012,1.8.0
67913,2011-2012,2.4.0
67914,2011-2012,2.4.0
67915,2011-2012,1.7.0
67916,2011-2012,2.4.0
67917,2011-2012,2.3.0
67918,2011-2012,2.4.0
67919,2011-2012,2.4.0
67921,2011-2012,2.2.0
67923,2011-2012,2.5.0
67924,2011-2012,2.2.0
67925,2011-2012,2.4.0
67926,2011-2012,2.4.0
67927,2011-2012,2.4.0
67928,2011-2012,2.0.0
67930,2011-2012,2.4.0
67932,2011-2012,2.3.0
67933,2011-2012,2.3.0
67934,2011-2012,2.4.0
67935,2011-2012,2.3.0
67938,2011-2012,1.7.0
67939,2011-2012,1.5.0
67940,2011-2012,2.0.0
67944,2011-2012,2.4.0
67945,2011-2012,2.2.0
67947,2011-2012,2.5.0
67948,2011-2012,2.4.0
67949,2011-2012,1.9.0
67951,2011-2012,1.5.0
67952,2011-2012,1.9.0
67954,2011-2012,1.9.0
67955,2011-2012,1.9.0
67957,2011-2012,1.5.0
67959,2011-2012,2.4.0
67960,2011-2012,1.5.0
67961,2011-2012,2.4.0
67962,2011-2012,2.2.0
67963,2011-2012,1.5.0
67964,2011-2012,2.0.0
67965,2011-2012,1.9.0
67967,2011-2012,2.5.0
67968,2011-2012,2.4.0
67970,2011-2012,1.5.0
67971,2011-2012,2.2.0
67972,2011-2012,1.7.0
67973,2011-2012,2.4.0
67974,2011-2012,2.4.0
67975,2011-2012,1.5.0
67977,2011-2012,2.2.0
67978,2011-2012,2.4.0
67979,2011-2012,1.5.0
67980,2011-2012,1.5.0
67981,2011-2012,2.0.0
67984,2011-2012,1.7.0
67985,2011-2012,2.2.0
67986,2011-2012,2.4.0
67987,2011-2012,2.4.0
67988,2011-2012,2.2.0
67990,2011-2012,2.4.0
67991,2011-2012,2.4.0
67992,2011-2012,1.7.0
67993,2011-2012,1.9.0
67994,2011-2012,2.0.0
67995,2011-2012,2.5.0
67996,2011-2012,1.7.0
67998,2011-2012,1.7.0
67999,2011-2012,2.4.0
68000,2011-2012,1.9.0
68001,2011-2012,1.9.0
68002,2011-2012,2.5.0
68003,2011-2012,2.2.0
68004,2011-2012,2.3.0
68006,2011-2012,1.9.0
68007,2011-2012,2.3.0
68009,2011-2012,1.5.0
68010,2011-2012,1.8.0
68011,2011-2012,2.4.0
68012,2011-2012,1.5.0
68013,2011-2012,2.4.0
68014,2011-2012,2.5.0
68015,2011-2012,2.4.0
68016,2011-2012,2.4.0
68017,2011-2012,2.3.0
68019,2011-2012,2.5.0
68020,2011-2012,2.4.0
68021,2011-2012,1.8.0
68022,2011-2012,2.3.0
68023,2011-2012,2.2.0
68024,2011-2012,1.9.0
68025,2011-2012,2.3.0
68027,2011-2012,1.5.0
68028,2011-2012,2.5.0
68029,2011-2012,2.5.0
68032,2011-2012,1.5.0
68034,2011-2012,2.4.0
68035,2011-2012,2.3.0
68037,2011-2012,2.4.0
68038,2011-2012,2.4.0
68040,2011-2012,1.9.0
68041,2011-2012,2.4.0
68042,2011-2012,2.5.0
68043,2011-2012,1.5.0
68044,2011-2012,2.4.0
68045,2011-2012,1.8.0
68046,2011-2012,2.0.0
68047,2011-2012,2.4.0
68048,2011-2012,1.9.0
68049,2011-2012,1.9.0
68052,2011-2012,2.5.0
68054,2011-2012,1.8.0
68056,2011-2012,2.4.0
68058,2011-2012,1.5.0
68060,2011-2012,2.3.0
68062,2011-2012,1.7.0
68063,2011-2012,2.5.0
68064,2011-2012,1.5.0
68065,2011-2012,2.4.0
68066,2011-2012,1.5.0
68068,2011-2012,2.4.0
68069,2011-2012,2.0.0
68070,2011-2012,2.4.0
68072,2011-2012,1.5.0
68073,2011-2012,2.3.0
68075,2011-2012,1.8.0
68076,2011-2012,2.2.0
68077,2011-2012,1.9.0
68078,2011-2012,2.4.0
68079,2011-2012,1.9.0
68080,2011-2012,2.5.0
68083,2011-2012,1.7.0
68084,2011-2012,1.5.0
68085,2011-2012,2.0.0
68086,2011-2012,2.3.0
68087,2011-2012,2.4.0
68088,2011-2012,2.3.0
68089,2011-2012,2.4.0
68090,2011-2012,2.2.0
68091,2011-2012,1.5.0
68092,2011-2012,2.3.0
68093,2011-2012,1.5.0
68095,2011-2012,2.0.0
68098,2011-2012,2.2.0
68099,2011-2012,2.5.0
68100,2011-2012,1.7.0
68101,2011-2012,2.2.0
68102,2011-2012,1.9.0
68104,2011-2012,2.4.0
68105,2011-2012,2.5.0
68106,2011-2012,2.3.0
68107,2011-2012,2.5.0
68109,2011-2012,1.5.0
68110,2011-2012,1.8.0
68111,2011-2012,2.2.0
68112,2011-2012,2.5.0
68115,2011-2012,1.9.0
68116,2011-2012,1.5.0
68117,2011-2012,1.7.0
68119,2011-2012,1.7.0
68120,2011-2012,1.8.0
68121,2011-2012,2.5.0
68123,2011-2012,2.3.0
68125,2011-2012,2.4.0
68126,2011-2012,1.8.0
68127,2011-2012,2.2.0
68128,2011-2012,1.7.0
68129,2011-2012,1.8.0
68130,2011-2012,2.5.0
68131,2011-2012,2.5.0
68133,2011-2012,2.5.0
68134,2011-2012,2.2.0
68135,2011-2012,2.3.0
68137,2011-2012,2.4.0
68139,2011-2012,2.4.0
68140,2011-2012,1.9.0
68142,2011-2012,2.2.0
68143,2011-2012,2.5.0
68144,2011-2012,2.4.0
68145,2011-2012,2.5.0
68146,2011-2012,2.0.0
68147,2011-2012,2.2.0
68148,2011-2012,1.5.0
68149,2011-2012,2.3.0
68150,2011-2012,2.4.0
68152,2011-2012,1.5.0
68153,2011-2012,2.2.0
68154,2011-2012,2.2.0
68156,2011-2012,1.7.0
68157,2011-2012,2.2.0
68158,2011-2012,2.3.0
68159,2011-2012,2.3.0
68160,2011-2012,2.4.0
68161,2011-2012,1.5.0
68164,2011-2012,2.3.0
68166,2011-2012,2.5.0
68169,2011-2012,2.4.0
68170,2011-2012,1.5.0
68172,2011-2012,2.2.0
68173,2011-2012,1.9.0
68176,2011-2012,2.4.0
68177,2011-2012,2.5.0
68178,2011-2012,1.9.0
68179,2011-2012,2.4.0
68180,2011-2012,2.4.0
68181,2011-2012,2.4.0
68182,2011-2012,2.5.0
68184,2011-2012,1.7.0
68185,2011-2012,2.4.0
68186,2011-2012,2.3.0
68188,2011-2012,1.8.0
68189,2011-2012,1.8.0
68191,2011-2012,2.5.0
68194,2011-2012,2.4.0
68195,2011-2012,2.5.0
68196,2011-2012,2.4.0
68197,2011-2012,2.4.0
68198,2011-2012,2.4.0
68199,2011-2012,2.2.0
68200,2011-2012,2.3.0
68201,2011-2012,1.7.0
68202,2011-2012,1.9.0
68203,2011-2012,2.0.0
68204,2011-2012,1.9.0
68205,2011-2012,2.4.0
68206,2011-2012,1.8.0
68207,2011-2012,2.5.0
68208,2011-2012,2.2.0
68209,2011-2012,2.5.0
68210,2011-2012,2.2.0
68212,2011-2012,1.5.0
68213,2011-2012,2.5.0
68215,2011-2012,1.7.0
68217,2011-2012,2.4.0
68219,2011-2012,2.5.0
68220,2011-2012,1.9.0
68222,2011-2012,1.5.0
68223,2011-2012,1.8.0
68224,2011-2012,1.9.0
68226,2011-2012,2.4.0
68227,2011-2012,1.8.0
68228,2011-2012,1.9.0
68229,2011-2012,2.0.0
68230,2011-2012,1.8.0
68231,2011-2012,2.4.0
68232,2011-2012,2.3.0
68234,2011-2012,2.5.0
68235,2011-2012,2.0.0
68236,2011-2012,2.4.0
68237,2011-2012,2.4.0
68239,2011-2012,2.4.0
68240,2011-2012,2.4.0
68241,2011-2012,2.3.0
68242,2011-2012,1.9.0
68243,2011-2012,2.3.0
68244,2011-2012,2.4.0
68245,2011-2012,2.4.0
68246,2011-2012,1.9.0
68248,2011-2012,1.5.0
68249,2011-2012,2.4.0
68250,2011-2012,2.4.0
68251,2011-2012,1.5.0
68252,2011-2012,1.9.0
68253,2011-2012,2.4.0
68254,2011-2012,2.5.0
68255,2011-2012,1.9.0
68256,2011-2012,1.5.0
68257,2011-2012,2.4.0
68260,2011-2012,1.8.0
68261,2011-2012,1.9.0
68262,2011-2012,2.4.0
68263,2011-2012,1.8.0
68264,2011-2012,2.0.0
68265,2011-2012,2.2.0
68270,2011-2012,1.9.0
68271,2011-2012,2.5.0
68273,2011-2012,1.8.0
68274,2011-2012,2.3.0
68275,2011-2012,1.9.0
68276,2011-2012,2.4.0
68277,2011-2012,2.3.0
68280,2011-2012,2.5.0
68281,2011-2012,1.9.0
68282,2011-2012,1.9.0
68284,2011-2012,1.5.0
68285,2011-2012,2.4.0
68286,2011-2012,2.1.0
68287,2011-2012,1.5.0
68289,2011-2012,2.5.0
68291,2011-2012,2.5.0
68293,2011-2012,2.4.0
68294,2011-2012,2.5.0
68296,2011-2012,1.5.0
68299,2011-2012,2.4.0
68300,2011-2012,1.8.0
68301,2011-2012,2.4.0
68302,2011-2012,1.9.0
68303,2011-2012,1.7.0
68304,2011-2012,2.5.0
68305,2011-2012,1.7.0
68306,2011-2012,2.0.0
68310,2011-2012,2.4.0
68311,2011-2012,2.4.0
68312,2011-2012,2.3.0
68314,2011-2012,2.3.0
68315,2011-2012,2.5.0
68316,2011-2012,2.5.0
68317,2011-2012,1.5.0
68318,2011-2012,2.3.0
68319,2011-2012,1.9.0
68321,2011-2012,1.9.0
68322,2011-2012,1.9.0
68323,2011-2012,2.2.0
68324,2011-2012,2.5.0
68327,2011-2012,1.5.0
68329,2011-2012,1.5.0
68330,2011-2012,2.0.0
68332,2011-2012,1.9.0
68334,2011-2012,2.4.0
68337,2011-2012,1.8.0
68338,2011-2012,2.5.0
68340,2011-2012,2.4.0
68341,2011-2012,2.5.0
68343,2011-2012,1.5.0
68344,2011-2012,2.0.0
68345,2011-2012,1.8.0
68348,2011-2012,2.3.0
68350,2011-2012,2.5.0
68351,2011-2012,2.2.0
68352,2011-2012,2.5.0
68353,2011-2012,2.5.0
68354,2011-2012,2.2.0
68355,2011-2012,1.5.0
68356,2011-2012,1.9.0
68360,2011-2012,2.3.0
68361,2011-2012,1.8.0
68364,2011-2012,1.9.0
68365,2011-2012,1.9.0
68367,2011-2012,2.4.0
68368,2011-2012,2.2.0
68370,2011-2012,2.1.0
68373,2011-2012,2.4.0
68374,2011-2012,1.7.0
68375,2011-2012,2.5.0
68380,2011-2012,2.5.0
68381,2011-2012,2.5.0
68384,2011-2012,2.4.0
68385,2011-2012,1.8.0
68387,2011-2012,2.1.0
68389,2011-2012,2.5.0
68393,2011-2012,2.4.0
68400,2011-2012,2.4.0
68401,2011-2012,1.9.0
68403,2011-2012,2.4.0
68404,2011-2012,1.8.0
68406,2011-2012,2.4.0
68408,2011-2012,2.5.0
68410,2011-2012,2.4.0
68411,2011-2012,2.2.0
68412,2011-2012,2.5.0
68416,2011-2012,2.3.0
68417,2011-2012,1.9.0
68418,2011-2012,2.5.0
68419,2011-2012,2.4.0
68420,2011-2012,2.5.0
68422,2011-2012,2.3.0
68423,2011-2012,2.0.0
68424,2011-2012,2.4.0
68425,2011-2012,1.5.0
68427,2011-2012,1.8.0
68428,2011-2012,2.5.0
68429,2011-2012,2.4.0
68432,2011-2012,2.4.0
68433,2011-2012,2.2.0
68435,2011-2012,2.4.0
68436,2011-2012,1.9.0
68438,2011-2012,1.5.0
68439,2011-2012,2.4.0
68440,2011-2012,2.0.0
68441,2011-2012,1.8.0
68442,2011-2012,2.2.0
68444,2011-2012,1.5.0
68445,2011-2012,2.5.0
68446,2011-2012,2.2.0
68447,2011-2012,1.9.0
68449,2011-2012,2.4.0
68450,2011-2012,2.4.0
68451,2011-2012,1.5.0
68452,2011-2012,1.9.0
68453,2011-2012,2.5.0
68455,2011-2012,1.9.0
68459,2011-2012,2.0.0
68461,2011-2012,1.8.0
68462,2011-2012,2.4.0
68464,2011-2012,1.9.0
68465,2011-2012,2.2.0
68467,2011-2012,2.5.0
68468,2011-2012,1.9.0
68469,2011-2012,1.9.0
68470,2011-2012,2.4.0
68471,2011-2012,2.4.0
68472,2011-2012,2.5.0
68473,2011-2012,2.4.0
68474,2011-2012,2.5.0
68475,2011-2012,2.5.0
68477,2011-2012,1.9.0
68478,2011-2012,2.0.0
68480,2011-2012,1.9.0
68481,2011-2012,2.4.0
68482,2011-2012,1.8.0
68483,2011-2012,2.2.0
68484,2011-2012,1.8.0
68485,2011-2012,2.2.0
68487,2011-2012,2.4.0
68489,2011-2012,1.9.0
68491,2011-2012,2.2.0
68493,2011-2012,2.2.0
68494,2011-2012,1.5.0
68495,2011-2012,1.8.0
68496,2011-2012,2.5.0
68497,2011-2012,1.5.0
68499,2011-2012,1.9.0
68500,2011-2012,1.9.0
68501,2011-2012,2.4.0
68504,2011-2012,2.4.0
68505,2011-2012,2.2.0
68506,2011-2012,2.0.0
68507,2011-2012,1.7.0
68508,2011-2012,2.2.0
68509,2011-2012,2.4.0
68510,2011-2012,1.5.0
68511,2011-2012,2.4.0
68513,2011-2012,1.8.0
68515,2011-2012,2.2.0
68516,2011-2012,2.5.0
68517,2011-2012,2.4.0
68518,2011-2012,1.9.0
68520,2011-2012,1.9.0
68521,2011-2012,2.4.0
68522,2011-2012,2.4.0
68523,2011-2012,1.5.0
68525,2011-2012,2.3.0
68526,2011-2012,2.5.0
68527,2011-2012,2.4.0
68528,2011-2012,1.8.0
68529,2011-2012,2.5.0
68530,2011-2012,2.4.0
68531,2011-2012,2.4.0
68533,2011-2012,2.4.0
68534,2011-2012,1.7.0
68536,2011-2012,2.5.0
68538,2011-2012,2.5.0
68540,2011-2012,2.2.0
68541,2011-2012,2.4.0
68543,2011-2012,2.3.0
68544,2011-2012,2.3.0
68545,2011-2012,2.4.0
68546,2011-2012,2.4.0
68547,2011-2012,2.4.0
68548,2011-2012,2.5.0
68551,2011-2012,2.4.0
68553,2011-2012,2.4.0
68555,2011-2012,2.5.0
68556,2011-2012,2.4.0
68557,2011-2012,2.4.0
68558,2011-2012,2.3.0
68559,2011-2012,2.4.0
68560,2011-2012,2.0.0
68561,2011-2012,2.5.0
68563,2011-2012,2.5.0
68565,2011-2012,2.2.0
68566,2011-2012,1.7.0
68567,2011-2012,2.0.0
68568,2011-2012,2.4.0
68569,2011-2012,2.3.0
68570,2011-2012,1.5.0
68571,2011-2012,2.3.0
68572,2011-2012,2.5.0
68573,2011-2012,2.2.0
68574,2011-2012,1.5.0
68575,2011-2012,2.5.0
68577,2011-2012,1.7.0
68578,2011-2012,2.4.0
68579,2011-2012,2.2.0
68580,2011-2012,2.3.0
68581,2011-2012,1.5.0
68582,2011-2012,2.4.0
68583,2011-2012,2.0.0
68584,2011-2012,2.5.0
68586,2011-2012,1.8.0
68588,2011-2012,2.2.0
68589,2011-2012,2.4.0
68591,2011-2012,1.8.0
68592,2011-2012,2.4.0
68593,2011-2012,2.4.0
68594,2011-2012,1.9.0
68595,2011-2012,2.0.0
68596,2011-2012,1.5.0
68597,2011-2012,1.5.0
68598,2011-2012,1.7.0
68600,2011-2012,2.0.0
68601,2011-2012,2.3.0
68602,2011-2012,1.5.0
68603,2011-2012,1.9.0
68605,2011-2012,2.4.0
68606,2011-2012,2.4.0
68610,2011-2012,2.3.0
68612,2011-2012,2.4.0
68613,2011-2012,1.8.0
68614,2011-2012,2.4.0
68616,2011-2012,2.4.0
68618,2011-2012,1.9.0
68619,2011-2012,1.9.0
68620,2011-2012,1.7.0
68621,2011-2012,1.8.0
68624,2011-2012,1.7.0
68625,2011-2012,2.2.0
68626,2011-2012,2.5.0
68627,2011-2012,2.4.0
68628,2011-2012,2.5.0
68630,2011-2012,2.4.0
68631,2011-2012,1.8.0
68632,2011-2012,2.4.0
68633,2011-2012,2.0.0
68634,2011-2012,1.5.0
68635,2011-2012,2.3.0
68637,2011-2012,2.4.0
68639,2011-2012,1.9.0
68641,2011-2012,1.7.0
68642,2011-2012,2.3.0
68643,2011-2012,2.3.0
68645,2011-2012,2.5.0
68646,2011-2012,2.4.0
68647,2011-2012,2.5.0
68648,2011-2012,1.8.0
68651,2011-2012,1.7.0
68652,2011-2012,2.4.0
68653,2011-2012,2.2.0
68655,2011-2012,1.8.0
68657,2011-2012,2.0.0
68658,2011-2012,1.8.0
68659,2011-2012,2.4.0
68660,2011-2012,2.5.0
68661,2011-2012,2.4.0
68662,2011-2012,2.5.0
68663,2011-2012,2.2.0
68666,2011-2012,2.3.0
68667,2011-2012,2.3.0
68668,2011-2012,2.3.0
68669,2011-2012,2.5.0
68671,2011-2012,2.4.0
68672,2011-2012,2.3.0
68673,2011-2012,1.7.0
68676,2011-2012,1.9.0
